 	11_2014-02-11.11:01:40	11_2014-02-11.11:08:23	12_2014-02-11.11:01:40	13_2014-02-11.11:01:40	14_2014-02-11.11:01:41	15_2014-02-11.11:01:41	16_2014-02-11.11:01:41	17_2014-02-11.11:01:41	18_2014-02-11.11:08:14	19_2014-02-11.11:08:14	20_2014-02-11.11:08:15	21_2014-02-11.11:32:14	22_2014-02-11.11:32:14	23_2014-02-11.11:32:14	24_2014-02-11.11:32:14	25_2014-02-11.11:32:14	26_2014-02-11.11:40:19	27_2014-02-11.11:40:19	28_2014-02-11.11:40:19	29_2014-02-11.11:40:19	30_2014-02-11.11:40:19	31_2014-02-11.11:54:19	32_2014-02-11.11:54:19	33_2014-02-11.11:54:19	34_2014-02-11.11:54:20	35_2014-02-11.11:54:20	36_2014-02-11.11:54:19	38_2014-02-11.12:04:11	39_2014-02-11.12:04:11	40_2014-02-11.12:06:55	41_2014-02-12.11:11:47	42_2014-02-12.11:11:47	43_2014-02-12.11:11:47	44_2014-02-12.11:11:47	45_2014-02-12.11:11:47	46_2014-02-12.11:11:47	47_2014-02-12.11:38:02	49_2014-02-12.11:38:02	50_2014-02-12.11:38:02	51_2014-02-12.11:38:02	52_2014-02-12.11:38:02	53_2014-02-12.11:38:02	54_2014-02-12.11:42:31	55_2014-02-12.11:42:31	56_2014-02-12.11:47:11	57_2014-02-12.11:47:11	58_2014-02-12.11:53:16	59_2014-02-12.11:53:16	60_2014-02-12.11:53:16	61_2014-02-12.11:53:16	
rightring0.99	0	0	0	0.0204082	0	0	0.0204082	0.0204082	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	
rightring0.9	0	0	0	0.0204082	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	
rightring0.9999	0	0	0.0408163	0.0204082	0.0408163	0.0408163	0.0204082	0.0612245	0.0204082	0.0204082	0	0	0.0408163	0.0204082	0.0408163	0	0.0408163	0	0.0204082	0.0408163	0.0408163	0.0408163	0.0408163	0.0408163	0.0204082	0.0204082	0	0.0204082	0.0204082	0	0	0	0.0204082	0	0	0.0408163	0.0204082	0	0.0408163	0	0.0204082	0.0204082	0	0.0204082	0.0204082	0	0.0204082	0	0.0204082	0.0408163	
rightring0.999	0	0	0	0.0204082	0.0204082	0.0204082	0.0204082	0.0204082	0.0204082	0	0	0	0	0	0.0204082	0	0.0204082	0	0.0204082	0.0204082	0.0204082	0.0204082	0.0408163	0.0204082	0	0	0	0.0204082	0	0	0	0	0.0204082	0	0	0.0408163	0	0	0.0408163	0	0	0.0204082	0	0.0204082	0.0204082	0	0	0	0	0	
rightring1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
rightlittle0.99	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0.0612245	0	0	0	0	0.0204082	0.0204082	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0.0204082	0	0.0408163	0.0204082	0	0	0	0.0408163	0	0	0.0204082	0	0	0	0	0	0.0408163	0.122449	
rightlittle0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163	0.122449	
rightlittle0.9999	0.0408163	0.0408163	0.0204082	0.0816327	0.0612245	0	0.0816327	0.122449	0.0816327	0.0204082	0.0816327	0.0204082	0.122449	0	0.0408163	0.0204082	0	0.0204082	0.0204082	0.0204082	0.0408163	0.0816327	0.0204082	0.0612245	0.0204082	0.0816327	0.0204082	0.0612245	0	0.163265	0.0408163	0.0408163	0.0612245	0.0408163	0.0408163	0.102041	0	0.0204082	0	0.0612245	0.0612245	0	0.0612245	0	0.0408163	0.0408163	0	0	0.244898	0.204082	
rightlittle0.999	0	0	0	0.0612245	0.0408163	0	0.0204082	0.0816327	0	0.0204082	0.0408163	0.0204082	0.102041	0	0	0	0	0.0204082	0.0204082	0	0.0204082	0.0204082	0	0.0204082	0.0204082	0.0408163	0	0.0204082	0	0.0612245	0	0.0408163	0.0204082	0	0.0408163	0.0612245	0	0	0	0.0612245	0	0	0.0408163	0	0.0204082	0	0	0	0.0816327	0.122449	
rightlittle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftthumb0.99	0.530612	0.530612	0.0408163	0.163265	0.244898	0.102041	0	0.0816327	0.142857	0.204082	0.0204082	0.122449	0.0612245	0.22449	0.0816327	0.122449	0.183673	0.0816327	0.183673	0.22449	0.142857	0.285714	0.142857	0.142857	0.0816327	0.142857	0.0612245	0.102041	0.163265	0.285714	0.0204082	0.102041	0.0204082	0.0408163	0.0612245	0.102041	0.0816327	0.102041	0.0816327	0.142857	0.0816327	0.142857	0.306122	0.204082	0.183673	0.0816327	0.0204082	0	0.0816327	0.0204082	
leftthumb0.9	0.326531	0.326531	0.0204082	0.0612245	0.102041	0.0408163	0	0.0408163	0.0204082	0.0612245	0	0.0408163	0	0.0612245	0.0408163	0.0408163	0.142857	0.0204082	0.0816327	0.122449	0.0612245	0.163265	0.0612245	0.0612245	0.0204082	0.0204082	0.0204082	0.0204082	0.0816327	0.122449	0	0.0204082	0	0.0204082	0	0.0612245	0.0204082	0.0408163	0.0408163	0.0408163	0.0408163	0.0816327	0.0408163	0.0408163	0	0	0	0	0.0204082	0	
leftthumb0.9999	0.959184	0.959184	0.142857	0.408163	0.489796	0.489796	0.122449	0.265306	0.306122	0.367347	0.122449	0.408163	0.265306	0.326531	0.306122	0.306122	0.489796	0.326531	0.346939	0.489796	0.489796	0.632653	0.326531	0.428571	0.244898	0.285714	0.183673	0.285714	0.428571	0.510204	0.163265	0.367347	0.265306	0.265306	0.265306	0.428571	0.244898	0.265306	0.265306	0.285714	0.204082	0.265306	0.612245	0.571429	0.530612	0.142857	0.0816327	0.204082	0.285714	0.142857	
leftthumb0.999	0.816327	0.816327	0.0612245	0.244898	0.306122	0.204082	0.0612245	0.122449	0.22449	0.285714	0.0408163	0.22449	0.142857	0.285714	0.183673	0.244898	0.367347	0.22449	0.244898	0.408163	0.346939	0.530612	0.244898	0.367347	0.142857	0.204082	0.142857	0.142857	0.346939	0.408163	0.122449	0.22449	0.163265	0.183673	0.142857	0.367347	0.22449	0.163265	0.122449	0.22449	0.142857	0.204082	0.408163	0.387755	0.346939	0.122449	0.0204082	0.0612245	0.204082	0.0612245	
leftthumb1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftindex0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftindex0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftindex0.9999	0	0	0	0.0816327	0	0	0.0204082	0	0.0204082	0.0204082	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0.0612245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	
leftindex0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftindex1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftmiddle0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftmiddle0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftmiddle0.9999	0.0204082	0.0204082	0	0	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0.0204082	0	0	0	0	
leftmiddle0.999	0	0	0	0	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftmiddle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftring0.99	0	0	0	0.0204082	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.9999	0	0	0.306122	0.183673	0	0	0	0.0612245	0.142857	0	0	0	0	0	0.183673	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.999	0	0	0.0612245	0.0408163	0	0	0	0	0.0408163	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftlittle0.99	0	0	0	0.0204082	0	0.204082	0	0	0	0	0	0	0.0204082	0.0408163	0	0.0204082	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0.0204082	0	0	0	0	0	0	0.0408163	0	0	0.0204082	0.265306	0	0	0	0	0	0	0	0	0	
leftlittle0.9	0	0	0	0	0	0.142857	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0.0204082	0.204082	0	0	0	0	0	0	0	0	0	
leftlittle0.9999	0	0	0.0408163	0.0408163	0	0.346939	0.0816327	0.0204082	0.0612245	0	0.0204082	0	0.0408163	0.142857	0	0.0204082	0	0	0	0.0408163	0.0204082	0	0	0	0.0204082	0.204082	0	0	0	0.408163	0.0204082	0.0204082	0	0.0408163	0.0204082	0	0.0408163	0	0	0.102041	0.44898	0.0204082	0	0	0	0	0.0204082	0	0.0204082	0	
leftlittle0.999	0	0	0.0204082	0.0204082	0	0.265306	0.0204082	0	0.0204082	0	0.0204082	0	0.0204082	0.0408163	0	0.0204082	0	0	0	0.0204082	0.0204082	0	0	0	0.0204082	0.142857	0	0	0	0.204082	0.0204082	0.0204082	0	0	0	0	0.0408163	0	0	0.0408163	0.346939	0	0	0	0	0	0	0	0	0	
leftlittle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
